brainrot,original_normal,training_normal,action,reason,source_file,source_dataset
"aight gotta tweak the plan fr 🙏 refine the strategy, make it sharper 💯🎯 optimize",Let's refine our strategy.,Let's refine our strategy.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight he fumbled the bag, made a mistake fr 😬 L taken.",He made a mistake.,He made a mistake.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight i messed up, gotta own it & apologize fr 🙏 my bad, takin the L & learnin 💯",I need to apologize for my mistake.,I need to apologize for my mistake.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight i was outta pocket fr, my bad 🙏 gotta own up to my shi and make it right 💯",I need to apologize for what I said.,I need to apologize for what I said.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight keep it 100, honest comms only fr 🙏 no lies king/queen, real talk needed ✨💯 transparency",Let's communicate honestly.,Let's communicate honestly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight keep it professional yall ✨ handle business proper, maintain the composure 🙏💯 stay cool",Let's maintain a professional demeanor.,Let's maintain a professional demeanor.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight keep it respectful yall 🙏 basic manners check, be cool fr ✨ no need for beef",Let's be respectful.,Let's be respectful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight keep the vibes positive fr ✨ no room for negativity, manifest good energy only 🙏💯",Let's stay positive.,Let's stay positive.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight keep this on the low frfr 🤫 between me and u, don't need everyone knowing our business 🙏",Let's keep this between us.,Let's keep this between us.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lesson learned fr 🙏 gotta take this L and grow from it, learn from the experience ✨💯",Let's learn from this experience.,Let's learn from this experience.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight lets chop it up proper & talk this thru fr 🙏 clear the air king/queen ✨🗣️ resolve shi,Let's talk things through.,Let's talk things through.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight lets chop it up tomorrow fr 🙏 sync up then king/queen ✨📞 TTYL,Let's talk tomorrow.,Let's talk tomorrow.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets clean this disaster zone fr ✨🧹 tidy up time, chaos contained 🙏",Let's clean up this mess.,Let's clean up this mess.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets cook up some fire ideas fr 🔥 brainstorm time, need that innovation energy ✨💡 think different",Let's brainstorm some innovative ideas.,Let's brainstorm some innovative ideas.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets do some good shi fr 🙏 aim to make a positive impact, leave things better ✨💯 contribute",Let's make a positive impact.,Let's make a positive impact.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets do this perfectly fr 🔥 execute w excellence, high standards only 💯✨ aim for greatness",Let's execute with excellence.,Let's execute with excellence.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight lets ensure we actually communicatin effectively fr 🙏 clear message king/queen ✨🗣️ get point across,Let's communicate effectively.,Let's communicate effectively.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets find where we agree fr 🙏 focus on common ground, build from there 🤝💯 peace talks",Let's focus on finding common ground.,Let's focus on finding common ground.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets fix comms, talk better fr 🙏 improve clarity king/queen ✨🗣️ understand each other",Let's communicate better.,Let's communicate better.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets keep it a hunnid frfr 💯 no cap, just real talk between us 🙏🤝",Let's be honest with each other.,Let's be honest with each other.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets keep it 💯 & talk open fr 🙏 honest comms needed king/queen, no secrets ✨🗣️ real talk zone",Let's communicate openly and honestly.,Let's communicate openly and honestly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets keep this energy goin fr 🔥 build momentum, keep pushin forward 💯🚀 no stopping now",Let's build momentum.,Let's build momentum.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight lets lock in and finish strong 💪💯 end this shi on a high note fr 🔥 LFG,Let's finish strong.,Let's finish strong.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight lets make sure we communicate EFFECTIVELY fr 🙏 clear understanding needed king/queen ✨🗣️ get message across,Let's communicate effectively.,Let's communicate effectively.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets run straight at this challenge 💪 no duckin, tackle it head-on frfr 🔥💯 LFG",Let's tackle this challenge head-on.,Let's tackle this challenge head-on.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets run this quick 💨 gotta finish this shi asap, no time to waste fr 🏃‍♂️",Let's finish this quickly.,Let's finish this quickly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets skip the fluff, communicate direct fr 🙏 straight talk needed king/queen ✨🗣️ clarity",Let's communicate directly.,Let's communicate directly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets talk openly, no hidden agendas fr 🙏 clear comms needed king/queen ✨🗣️ transparency vibes",Let's communicate openly.,Let's communicate openly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight lets try positive vibes fr ✨ be optimistic king/queen, manifest good energy 🙏 keep head up",Let's be optimistic.,Let's be optimistic.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight live in the now fr ✨ enjoy the moment vibes, be present 🙏💯 stop scrolling",Let's enjoy the moment.,Let's enjoy the moment.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight move light on this one frfr 🙏 proceed with caution, gotta be careful 👀💯",Let's proceed with caution.,Let's proceed with caution.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight never settle, keep improvin frfr 💪 constant growth mindset, level up daily 🙏💯 grind don't stop",Let's keep improving.,Let's keep improving.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight no beating round the bush, communicate direct fr 🙏 clarity needed king/queen ✨🗣️ straight talk",Let's communicate directly.,Let's communicate directly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight no lookin back fr 🚫 time to move forward, focus on the future moves 💯➡️",Let's move forward.,Let's move forward.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight no need for drama, lets squash this beef peacefully fr 🙏 find common ground, peace talks activate ✨🤝",Let's resolve this conflict peacefully.,Let's resolve this conflict peacefully.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight no slackin, stick to the schedule fr ⏰ stay on track king/queen, discipline needed 🙏💯",Let's stick to the schedule.,Let's stick to the schedule.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight no vagueness, communicate clearly fr 🙏 get on same page king/queen ✨🗣️ explicit talk",Let's communicate clearly.,Let's communicate clearly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight our comms weak rn, lets talk better fr 🙏 improve clarity king/queen ✨🗣️ understand more",Let's communicate better.,Let's communicate better.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight photo op time ✨📸 lets take a pic squad/bestie 🙏 memories!,Let's take a picture together.,Let's take a picture together.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight real talk only, communicate openly fr 🙏 no hidden meanings king/queen ✨🗣️ transparent vibes",Let's communicate openly.,Let's communicate openly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight real talk time, communicate open & honest fr 🙏 transparency needed king/queen ✨🗣️ no hidden shi",Let's communicate openly.,Let's communicate openly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight run it back, lets try again fr 💪 second attempt activated 🙏 learn from Ls",Let's try again.,Let's try again.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight run some tunes? 🎶 need some vibes rn 🔥,Let's listen to some music.,Let's listen to some music.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight squad gotta stick together frfr 🤝 united front, we stronger together 💯💪",Let's stick together on this.,Let's stick together on this.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight stay locked in yall 👀 keep the focus, don't get distracted fr 💯🎯",Let's maintain our focus.,Let's maintain our focus.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight stay woke frfr 👀 remain vigilant, gotta be aware of the surroundings 🙏 stay sharp",Let's remain vigilant.,Let's remain vigilant.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight stop patching holes, address the root cause fr 🌱 get to the source of the problem 🙏💯 fix it proper",Let's address the root cause.,Let's address the root cause.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight stop waiting, CREATE opportunities fr 🔥 make moves king/queen, build ur own lane 🙏💯 hustle energy",Let's create opportunities.,Let's create opportunities.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight talk clear & quick fr 🙏 concise comms needed king/queen, no rambling ✨🗣️ get to point",Let's communicate clearly and concisely.,Let's communicate clearly and concisely.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight think before speaking fr 🙏 communicate thoughtfully king/queen, choose words wisely ✨🗣️ mindful talk",Let's communicate thoughtfully.,Let's communicate thoughtfully.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight this move is hittin, lets double down fr 🔥 focus on what works, amplify the wins 💯🚀",Let's double down on what's working.,Let's double down on what's working.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight this problem ain't gon solve itself 🤔 lets figure out a move, put our heads together fr 🧠",Let's find a solution to this problem.,Let's find a solution to this problem.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight time to activate chill mode ✨ let's relax fr, needa unwind 🙏😌",Let's relax.,Let's relax.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight we ain't seein eye-to-eye, it is what it is 🤷‍♀️ agree to disagree and keep it pushin 🙏",Let's agree to disagree.,Let's agree to disagree.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight we got some movement, lets build momentum fr 🔥 keep the energy flowin, push forward 💯🚀",Let's focus on building momentum.,Let's focus on building momentum.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight we gotta chop it up proper soon fr 🙏 catch up needed king/queen ✨📲,Let's chat soon.,Let's chat soon.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight we gotta link up soon frfr 🙏 catch up time king/queen ✨ let's set a date,Let's meet up soon.,Let's meet up soon.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight we made the play, gotta stick to the script fr 💯 follow the plan gng, no switchin up 🤝",We need to stick to the agreed-upon plan.,We need to stick to the agreed-upon plan.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight we started this, gotta finish it fr 💪 no half-steppin, see it through 💯🔥",Let's finish what we started.,Let's finish what we started.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aight we took the L, now learn from it fr 🙏 turn failure into lessons queen/king, grow stronger ✨💯 no shame",Let's learn from failure.,Let's learn from failure.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aight whats the move for next week? gotta sync up the schedules fr 🗓️ link up time 🙏,Let's coordinate schedules for next week.,Let's coordinate schedules for next week.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
ain't nobody got time for bad vibes 🚫 on my positive energy grind rn ✨ keep that negativity over there ✌️,I don't have time for negativity.,I don't have time for negativity.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"air filter lookin dusty af 🤢 gotta replace that shi fr, breathe clean air 🙏 healthy home vibes",I need to replace my air filter.,I need to replace my air filter.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"airport chaos but she's zen?? ✨✈️ calm traveler queen fr, doesn't let delays faze her 🙏 teach me patience",She remains calm during chaotic travel.,She remains calm during chaotic travel.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"airport people watching is peak anthropology study 👀✈️ observing human chaos in transit, fascinating fr ✨",I enjoy people watching at airports.,I enjoy people watching at airports.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
alarm hits harder than reality,I don't want to wake up,I don't want to wake up,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"alive but not really, you feel me?",I am feeling okay,I am feeling okay,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"allergies decided my eyes should be ✨waterfalls✨ today 😭 itchy and watery af, help 😩",My allergies make my eyes itchy.,My allergies make my eyes itchy.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"allergies decided to chill today?? 🙏😭 blessed relief, breathing feels possible ✨ small miracles",My allergies are less severe today.,My allergies are less severe today.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
allergies draining my energy fr 😩 tired af from fighting pollen 🙏 send naps & antihistamines,My allergies are making me tired.,My allergies are making me tired.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
allergies making life lowkey miserable rn 😩🤧 itchy watery sneezy nightmare fr 🙏 send relief,My allergies are making me miserable.,My allergies are making me miserable.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"allergy meds got me feelin drowsy af 😩😴 sleepy side effect activated, nap incoming? 🙏 hazy vibes",My allergies make me drowsy.,My allergies make me drowsy.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
alleyway murals are hidden gems fr ✨🎨 discovering colorful street art surprises? peak urban exploring 🙏 art is everywhere,I love finding colorful murals in alleys.,I love finding colorful murals in alleys.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
almost ate pavement in public but styled it out like it was intentional choreography 😎🕺 adrenaline spike followed by 'act normal nobody saw' panic 💨💀,The surge of adrenaline when you almost trip in public but manage to recover with feigned nonchalance.,The surge of adrenaline when you almost trip in public but manage to recover with feigned nonchalance.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
alt f4 on reality tbh,I give up,I give up,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
alt+F4 on self,I wish I wasn't me,I wish I wasn't me,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
alternate timeline me living peacefully while i rot here,I wish things were different.,I wish things were different.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
alternate universe me is thriving,I want things to be different,I want things to be different,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
always learning and growing ✨ striving for self-improvement. never stop learning 🤓,"I'm continually learning and growing, both professionally and personally, striving for self-improvement and expanding my horizons.","I'm continually learning and growing, both professionally and personally, striving for self-improvement and expanding my horizons.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
always looking for ways to improve efficiency and productivity ✨ streamlining workflows. lets gooo 💪,"I'm always seeking ways to improve my efficiency and productivity, streamlining workflows and optimizing processes.","I'm always seeking ways to improve my efficiency and productivity, streamlining workflows and optimizing processes.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"always need a plan B fr 🙏 backup option essential, dont put all eggs in one basket ✨🛡️ contingency",This plan needs a backup option.,This plan needs a backup option.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
always seeking new challenges and opportunities ✨ pushing myself beyond my comfort zone. never stop growing 🤓,"I'm always seeking new challenges and opportunities to learn and grow, pushing myself beyond my comfort zone to achieve my full potential.","I'm always seeking new challenges and opportunities to learn and grow, pushing myself beyond my comfort zone to achieve my full potential.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
always working on improving my communication skills ✨ its so important for teamwork 🤝,"I'm continually striving to improve my communication skills, recognizing their importance in fostering collaboration and achieving shared goals.","I'm continually striving to improve my communication skills, recognizing their importance in fostering collaboration and achieving shared goals.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
ambition got lost in the group project of life,I have no motivation,I have no motivation,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
ancient civilizations lore is wilddd ✨🗿 learning bout old empires? fascinating af 🙏 history is lit,I enjoy learning about ancient civilizations.,I enjoy learning about ancient civilizations.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
ancient history full of wild drama & cool ruins ✨🏛️ learning bout old times? fascinating af 🙏 respect the ancestors,I love learning about ancient history.,I love learning about ancient history.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
ancient myths are wild lowkey ✨🐍 learning bout gods & monsters? fascinating lore 🙏 classic stories,I enjoy learning about ancient mythology.,I enjoy learning about ancient mythology.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"and just like that, i fumbled peace again 😭",That was a mistake.,That was a mistake.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
and u fumbled the loyalty quest fr,You promised.,You promised.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
animal docs are fascinating & cute/scary fr 🐼🦁 learning bout creatures? peak edutainment 🙏 nature is wild,I enjoy watching documentaries about animals.,I enjoy watching documentaries about animals.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"animals just LOVE him fr 🐾 animal magnet king, dr dolittle vibes ✨💖 gentle soul",He's very good with animals.,He's very good with animals.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"animals just vibe w her fr 🐾 calming effect, disney princess energy ✨💖 animal whisperer?",She has a calming effect on animals.,She has a calming effect on animals.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
answering a work call like 'wassup homeslice' instead of 'good morning' 💀 immediate regret and internal screaming commenced 🔥📞 professional mask slipped fr,That brief moment of panic when you automatically answer a work call with your overly casual 'personal phone' greeting.,That brief moment of panic when you automatically answer a work call with your overly casual 'personal phone' greeting.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"antique jewelry got stories fr ✨💍 finding cool old pieces feels special, vintage glam 🙏 history bling",I love finding antique jewelry.,I love finding antique jewelry.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
antique maps are like fantasy world portals fr ✨🗺️ finding cool old ones? history + art vibes 🙏 amazing decor,I love finding unique antique maps.,I love finding unique antique maps.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
antique shops are time capsules fr ✨🕰️ finding unique old treasures? peak history hunt 🙏 stories in objects,I love finding unique items in antique shops.,I love finding unique items in antique shops.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
appreciate u lettin me info dump my emotional save file,Thanks for listening.,Thanks for listening.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"appreciatin the little things rn ✨ findin joy in the simple stuff, wholesome vibes fr 🙏💖 gratitude",I'm finding joy in the simple things.,I'm finding joy in the simple things.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aquarium trip? 🐠🐙 lets go see some cool sea creatures fr ✨ underwater vibes,Let's visit the aquarium.,Let's visit the aquarium.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aquarium vibes? 🐠🐡 lets see the fishy friends fr, mesmerizing underwater world 🙏 calming experience",Let's visit the aquarium.,Let's visit the aquarium.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"aquarium visit? 🐠🦀 lets see the underwater world fr, calming fish vibes 🙏 cool creatures",Let's visit the aquarium.,Let's visit the aquarium.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aquariums are mesmerizing underwater worlds ✨🐠 watching fish float by? peak chill vibes 🙏 calming af,I enjoy visiting aquariums.,I enjoy visiting aquariums.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
arboretums are peak peaceful tree kingdoms fr ✨🌳 exploring diverse trees is cool & calming 🙏 nature nerd heaven,I enjoy visiting arboretums.,I enjoy visiting arboretums.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"arcade vibes? 👾🕹️ lets mash some buttons & win tickets fr, retro gaming fun 🙏 competitive spirit",Let's go to the arcade.,Let's go to the arcade.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
architecture lowkey fascinating fr ✨🏢 learning bout building design & history? cool nerdy pursuit 🙏 appreciate structures,I love learning about architecture.,I love learning about architecture.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"arguing on the internet is like yelling at a wall 🧱💀 energy drain for ZERO gain, logging off fr 👋",This online argument is pointless.,This online argument is pointless.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
argument heats up but she stays ICE cold ❄️ composure queen never loses her cool 🙏💯 unfazed,She remains composed during arguments.,She remains composed during arguments.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
art galleries are peak quiet contemplation vibes ✨🖼️ observing art & thinkin deep? love that fr 🙏 cultured outing,I enjoy visiting art galleries.,I enjoy visiting art galleries.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"art galleries peak quiet contemplation + cool visuals vibe ✨🖼️ appreciate creativity fr, makes u think 🙏 cultured outing",I enjoy visiting art galleries.,I enjoy visiting art galleries.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
art gallery date? 🖼️ lets go see some cool paintings/sculptures fr ✨ cultured afternoon maybe,Let's visit the art gallery.,Let's visit the art gallery.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
art gallery trip? 🖼️ lets soak in some culture & quiet vibes fr ✨ get inspired maybe?,Let's visit the art gallery.,Let's visit the art gallery.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
art history lore kinda slaps tho ✨🖼️ learning bout old masters & movements? interesting af 🙏 cultured vibes,I enjoy learning about art history.,I enjoy learning about art history.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"art museum wanderings? 🖼️ lets go appreciate some culture fr, quiet inspiration vibes 🙏 escape reality",Let's visit the art museum.,Let's visit the art museum.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
art museums just hit different ✨🎨 lookin at pretty things & feelin cultured? sign me up fr 🙏😌,I enjoy visiting art museums.,I enjoy visiting art museums.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"art supplies currently exploded rainbow chaos 😩🎨 gotta organize that creative mess fr, find colors again 🙏 tidy studio vibe",I need to organize my art supplies.,I need to organize my art supplies.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"art supply stores are dangerous territory ✨🎨 wanna buy EVERYTHING, creativity overload 🙏💸 send budget help",I enjoy browsing art supply stores.,I enjoy browsing art supply stores.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
astronomy makes my brain feel ✨infinite✨🔭 learning about stars & galaxies? mind blowing 🙏 cosmic perspective,I enjoy learning about astronomy.,I enjoy learning about astronomy.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
astrophysics make brain go WHOA 🤯 learning bout black holes & stuff? peak cosmic wonder 🙏 space nerd,I enjoy learning about astrophysics.,I enjoy learning about astrophysics.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
attention seeker with no Wi-Fi,I hate feeling ignored,I hate feeling ignored,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
attention span sponsored by a goldfish,I can't focus,I can't focus,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"audiobooks make chores bearable fr ✨🎧 multitasking vibes, listen while u live 🙏 literature on the go",I enjoy listening to audiobooks.,I enjoy listening to audiobooks.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
auditioning for inner peace like it's a Netflix role,I wish I was enough,I wish I was enough,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
autocorrect BUTCHERING names again 🤬📱 leave karen alone pls!! 😭 let me type! 🙏,My phone keeps autocorrecting names incorrectly.,My phone keeps autocorrecting names incorrectly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
