input_text,target_text,task_type,source,quality_label,reason
Convert brainrot English to normal English: finding perfect seashells is peak beachcomber joy ✨🐚 ocean treasures washed ashore 🙏 gotta collect em all,I love finding pretty seashells on the shore.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: finding random money in my pocket is like winning the lottery fr 😭💸 broke girl magic ✨,I love finding money I didn't know I had.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: finding surprise snacks in my bag is peak happiness ✨🍫 forgotten treasure unlocked 🔓 tysm past me 🙏,I love finding forgotten snacks in my bag.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: finding the perfect mood playlist?? immaculate vibe curator moment ✨🎶 spotify gods blessed me 🙏💯,I love finding playlists that match my mood.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: finished that HARD task? feeling invincible fr 💪✨ accomplishment high >>>> 🙏 peak satisfaction,I love the feeling of completing a difficult task.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: finishing a big project?? unmatched satisfaction ✨🎉 relief + pride = best combo 🙏 accomplishment unlocked,I love the feeling of finishing a project.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: fire pit crackling = ultimate cozy night vibe ✨🔥 warmth + sound + stars? perfection 🙏 pass the s'mores,I love the sound of a crackling fire pit.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: flea markets are treasure troves fr ✨ finding unique weird shi is my passion 🙏🛍️ one man's trash...,I love finding unique items at flea markets.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: floor is not a towel hamper ffs 😩 gotta stop the wet towel pile fr, basic adulting check 🙏 grow up pls",I need to stop leaving wet towels on the floor.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: flowing river sounds instantly calming ✨🏞️ nature's moving meditation soundtrack fr 🙏 peaceful water energy,I love the sound of a flowing river.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: forest trail walks are peak serene vibes ✨🌲 quiet nature path = instant calm 🙏 forest bathing energy,I love the peacefulness of a forest trail.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: found an old pic and the nostalgia hit like a TRUCK 😭💖 so many mems unlocked, kinda sad kinda sweet?? feels weird being a history exhibit of my own life ✨",Finding an old photograph that instantly brings back a flood of vivid memories can be both heartwarming and slightly melancholic.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: found this hole-in-the-wall place with FOOD THAT SLAPS?? 😩🤌 gatekeeping this spot with my LIFE fr, its too good 🤫💯",Discovering a hidden gem of a local restaurant with amazing food felt like uncovering a closely guarded secret.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: fresh baking smell = instant happiness & hunger ✨🥐 warm sugary air hug fr 🙏 drooling rn,I love the smell of freshly baked goods.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: fresh bread smell = homey comfort vibes ✨🍞 best aroma, makes house feel warm 🙏 carb heaven",I love the smell of fresh baked bread.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: fresh chocolate chip cookies smell = childhood happiness ✨🍪 warm gooey goodness vibes fr 🙏 want rn,I love the smell of chocolate chip cookies baking.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: fresh coffee smell = life activating ✨☕️ best aroma fr, fuels the soul (& body) 🙏 need caffeine STAT",I love the smell of freshly brewed coffee.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: fresh cut grass smell IS suburbia vibes ✨🏡 nostalgic clean scent fr 🙏 summer memories,I love the smell of freshly mown lawn.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: fresh cut grass smell IS summer fr ✨🌿 peak suburban nostalgia unlocked 😌☀️,I love the smell of freshly cut grass.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: fresh flowers smell so GOOD ✨💐 instant mood lift, pretty & fragrant vibes 🙏 spring energy",I love the smell of freshly cut flowers.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: fresh grass smell = suburban summer nostalgia ✨🏡 clean outdoorsy scent fr, weekend vibes 🙏 chore smell but good?",I love the smell of freshly mown lawn.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: fresh wood cut smell = satisfying DIY vibes ✨🪵 earthy & clean scent fr, makes me wanna build shi 🙏🌲",I love the smell of freshly cut wood.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: fresh wood smell = workshop vibes ✨🪵 satisfying earthy scent fr 🙏 productive energy,I love the smell of fresh cut wood.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: gentle stream sound = instant zen mode ✨🏞️ peaceful nature ASMR fr, calming vibes 🙏😌",I love the sound of a gentle stream.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: gettin lost in a good book/movie? best escape fr ✨📖🎬 disconnect from reality vibes 🙏💯 immersion,I love getting lost in a good story.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: getting a handwritten letter in the mail????? in THIS economy??? instant serotonin boost, feelin like a Jane Austen character fr 😭✉️💖","Receiving a genuinely thoughtful, handwritten letter in the mail amidst the usual bills and junk mail was a delightful surprise.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: getting deja vu and wondering if the simulation just repeated a cutscene 🤔❓ feels like i pre-played this level, weird af but kinda cool? 👽✨","That feeling of déjà vu, the uncanny sensation of having experienced the current moment before, is a perplexing neurological phenomenon.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: goal: inner peace, ETA unknown",I just want to be okay.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: got a new dent in the whip 😩🚗 cosmetic damage sadness fr, gotta fix that ugly mark 🙏 minor stress",I need to fix this dent in my car.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: gotta check the weather oracle fr 🌦️ dont wanna get caught lackin in the wrong fit 🙏 dress code: unpredictable,I need to check the weather before leaving.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: gotta defrag my brain before this meeting fr🧠 needa pull my thoughts together so i dont sound like a bot malfunctionin 🤖💬,I need to organize my thoughts before the meeting.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: gotta keep my eyes on the prize fr 👀 stay locked in on my priorities, no time for distractions 💯🎯",I need to stay focused on my priorities.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: gotta stack my bread first fr 💰 can't cop that till the bag is right 🙏 patience game rn ⏳,I need to save up before buying that.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: gotta watch how i move online fr 👀 gotta keep the digital footprint clean, ppl stay watchin 🤫💯",I need to be more mindful of my online presence.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: gotta watch what i say frfr 🙏 be mindful of my words, impact matters 💯🗣️ choose wisely",I need to be mindful of my words.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: gotta work on how i say shi frfr 🗣️ tryna communicate better, level up my convo game 🙏",I need to work on my communication skills.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: grateful for the opportunities to learn from my mistakes ✨ growing and improving. never stop learning 🤓,"I'm grateful for the opportunities I've had to learn from my mistakes, growing as a result and becoming a more effective professional.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: gym gear lookin kinda tired & worn out 😩🏋️‍♀️ gotta replace some pieces fr, stay functional 🙏 upgrade time",My workout gear is starting to wear out.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: hands feelin crampy from typing/phone 😩 gotta stretch fingers & wrists fr, prevent RSI 🙏 tech life pain",I need to stretch my fingers and wrists.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: happy.exe not responding,I just want to be happy again.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: haunting my own narrative,I feel like a ghost in my own life.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: he gotta own up to his shi frfr 💯 stop blaming others and take responsibility 🙏 stand on it,He needs to take responsibility for his actions.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: he hears a song & just plays it on piano?? 🤯🎹 skill king got musical superpowers fr 🙏 natural talent,He is very skilled at playing piano by ear.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: he makes history lessons actually interesting?? ✨📜 engaging history king fr, storytelling skill 🙏 not boring!",He tells historical facts in an engaging way.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: he never forget who put him on 🙏 stays loyal to those who helped him up, real gratitude fr 💯",He stays loyal to those who helped him.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: he said he would and he did fr💯 kept it solid, respect that 🙏 kept his word",He made a promise and he kept it.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: hearing that old banger from childhood just HIT different 😭🎶 instant time travel unlocked, my inner child is vibing HARD rn ✨🥹",The comforting nostalgia evoked by hearing a song from your childhood unexpectedly can instantly transport you back in time.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: help me but don't look at me,I'm scared to ask for help.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: her art collection always got unique fire pieces ✨🖼️ aesthetic queen got taste fr 🙏 cool finds,She always has a unique piece of art.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: her plans always meticulous & well-thought-out fr ✨📝 planner queen thinks of everything 🙏 prepared af,She always has a well-thought-out plan.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: her positivity power is next level ✨💖 stays optimistic even when its rough, sunshine queen 🙏☀️ inspirational",She has a remarkable ability to stay positive.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: her vinyl collection is lowkey museum quality ✨🎶 vintage record game STRONG, immaculate taste fr 💅",She has an impressive collection of vintage records.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: hiking boots seen too many trails, falling apart 😩🥾 gotta replace em fr, feet need support 🙏 new adventure gear",I need to replace my worn-out hiking boots.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his awkward phase stories are comedy GOLD 😂 cringe king turns past fails into laughs 🙏 relatable pain,He tells funny stories about his awkward phase.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his awkward social stories are painfully relatable 😂😬 funny king turns cringe into comedy 🙏 we've all been there,He tells funny stories about awkward social interactions.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his comedic timing is perfect fr 😂 always lands the joke, funny king 💯 effortless",He has a great sense of comedic timing.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his ghost stories actually give me chills 👻 scary storyteller king fr, sleepin w the lights on tonight 🙏😨",He tells ghost stories that are genuinely scary.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his humor so dry its sahara level 😂🌵 deadpan king fr, u gotta listen close 💯 clever",He has a very dry sense of humor.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his impressions are scary good, total mimic king 😂🎤 talent fr, sounds exactly like em 🙏 vocal magic",He has a talent for mimicry and impressions.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his jokes so bad they loop back to being funny 😂 cringe comedy king fr, gotta appreciate the effort? 🙏💯",He tells jokes that are so bad they're good.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his pet stories give u the warm fuzzies fr ✨🐾 heartwarming king loves his fur babies 🙏 wholesome af,He tells heartwarming stories about his pets.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his pet stories have me rolling every time 😂🐾 funny pet parent king knows their critter chaos well 🙏 relatable content,He tells funny stories about his pets.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his photos belong in a gallery fr ✨📸 got that photographer's eye, captures moments perfectly 🙏 talent king",He has a great eye for photography.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his science discovery stories make nerd shi sound EPIC ✨🔬 king makes breakthroughs engaging af 🙏 makes u feel smart,He tells fascinating stories about scientific discoveries.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories always got a hidden lesson fr 🤔 life lesson king drops wisdom casually 🙏 deep thoughts,He tells stories that teach life lessons.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories bout beating the odds? inspirational af 🔥 make u feel u can do anything 🙏 comeback king,He tells inspirational stories about overcoming challenges.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his stories bout his grandparents are wholesome af ✨👵👴 family lore king, sounds legendary 🙏 cute",He tells fascinating stories about his grandparents.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories bout his hometown feel cozy af ✨🏡 heartwarming king loves his roots 🙏 nostalgic vibes,He tells heartwarming stories about his hometown.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories bout his kids melt ur heart fr ✨👨‍👧‍👦 heartwarming dad king shares proud moments 🙏 cute overload,He tells heartwarming stories about his children.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories bout his pets' weird habits? hilarious 😂🐾 quirky pet king got comedy gold fr 🙏 relatable pet parent moments,He tells funny stories about his pets' quirks.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his stories bout overcoming shi? inspirational af ✨💪 comeback king energy, motivates u fr 🙏💯",He tells inspiring stories of overcoming adversity.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories have like 17 side quests 🐢💀 love him but pls get to the point challenge?? 🙏😂,He tells stories that go on forever.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his stories leave u pondering life fr 🤔 make u think king, deep dives delivered casually 🙏 thought-provoking",He tells stories that make you think.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his stories linger in ur brain fr 🤔 make u reflect king, deep shi delivered subtly 🙏 thought starter",He tells stories that make you reflect.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories make history feel ALIVE fr ✨📜 captures moments king brings the past back 🙏 engaging lessons,He tells stories that capture historical moments.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories make ruins sound mysterious & cool af ✨🏛️ captivating narrator king brings history alive 🙏 explorer vibes,He tells captivating stories about ancient ruins.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories make u understand ppl better fr 🤔 explores human nature king goes deep 🙏 insightful observations,He tells stories that explore human nature.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories make ur brain do backflips 🤔🤯 thought-provoking king challenges ur views 🙏 deep shi casually,He tells stories that are thought-provoking.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories make ur imagination run wild fr ✨🦄 captures imagination king builds amazing worlds 🙏 creative genius,He tells stories that capture the imagination.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories mess w ur brain (good way) 🤔 challenge thinking king makes u question shi 🙏 mind expanding,He tells stories that challenge your thinking.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his stories show the cool subtle differences in cultures ✨🌍 highlights nuances king promotes understanding 🙏 expands worldview,He tells stories that highlight cultural nuances.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his suspense stories mess w ur head fr 🤯 keeps u guessing till the end, mystery king 🙏 edge of my seat",He tells suspenseful tales that keep you guessing.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his suspense stories paced PERFECTLY ✨😬 knows how to build tension fr, master storyteller king 🙏 keeps u hooked",He tells suspenseful stories with great pacing.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his travel misadventures are hilarious 😂✈️ funny traveler king got stories for days 🙏 entertainment guaranteed,He tells funny stories about his travels.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his travel mishaps are funnier than the planned parts 😂✈️ hilarious traveler king got chaotic adventure tales 🙏 comedy gold,He tells funny stories about his travels.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his travel stories are wild fr 🌍✈️ fascinating anecdotes king, lived 10 lives it seems 🙏 inspiring/jealous",He tells fascinating anecdotes about his travels.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his travel stories make u wanna see the world fr 🌍✈️ interesting adventure king got tales 🙏 wanderlust unlocked,He tells interesting stories about his travels.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his urban legend stories are creepy af & cool fr ✨👻 fascinating folklore king knows the spooky shi 🙏 intriguing tales,He tells fascinating stories about urban legends.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: his voice is ASMR gold fr ✨🎙️ calming af, could listen to him read the phone book tbh 😌",He has a very calming speaking voice.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his voice over narration is smooth af ✨🎙️ talent VO king got announcer vibes fr 🙏 perfect delivery,He has a talent for voice overs.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his work anecdotes crack me UP 😂 makes the 9-5 sound like a sitcom fr 🙏 relatable grind humor,He tells funny stories about his job.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his work fail stories are comedy gold 😂💼 turns office disasters into laughs fr 🙏 relatable grind pain,He tells hilarious stories about work mishaps.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: his work stories crack me up fr 😂😭 relatable workplace comedy king finds humor in the mundane 🙏 makes work bearable,He tells funny anecdotes from his job.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: hoodie szn = peak cozy ✨🧥 comfort level 1000, my official uniform 🙏😌",I love the cozy feeling of wearing a hoodie.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: hot chocolate + quiet evening = peak winter cozy ✨☕️ warm hug in a mug fr 🙏 simple bliss,I enjoy quiet evenings with hot chocolate.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: hot chocolate + quiet night = ultimate cozy comfort ✨☕️ warm sweet bliss fr, hug in a mug 🙏 hygge achieved",I enjoy quiet evenings with hot chocolate.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: how he remember EVERYONE'S name tho?? 🤔 knack for names king got database brain fr 🙏 impressive recall,He has a knack for remembering names.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: hummingbird feeder drama is captivating ✨🐦 tiny fast birds are unreal fr 🙏 nature's little jets,I enjoy watching hummingbirds at the feeder.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: hydration check mid-workout! 💧 gotta remember to sip fr, dont wanna cramp up 🙏💪 fuel the engine",I need to remember to stay hydrated during workouts.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: hydration check! 💧 reminder to drink water ppl, body needs it fr 🙏 sip sip hooray!",I need to remember to drink enough water.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: hydration check! 💧 reminder to sip throughout the day fr, keep the juices flowing 🙏 healthy habit goal",I need to remember to stay hydrated.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: hydration reminder!! 💧 drink more water fool, body needs it 🙏 stay juicy queen/king",I need to drink more water throughout the day.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: hype to see u fr! ✨ let's link soon 💯,I'm looking forward to seeing you.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: i doubted myself at first but i pushed through that project and lowkey surprised myself. exceeded my own expectations fr fr ✨,"Although I initially doubted my abilities, I persevered through the difficult project, overcoming numerous obstacles and ultimately achieving a result that exceeded my own expectations.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: i texted the tea TO the person i was spilling it abt 💀 send help im acc combusting from cringe rn 🔥😭 the awkward energy is THICC,"I accidentally sent a text message complaining about someone to that very person, resulting in an incredibly awkward and unavoidable confrontation.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: identity crisis with a side of fries,I don't know who I am.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: identity not cached,I don't know who I am anymore.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: identity.exe stopped responding,I don't know who I am.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: if he commit, he gon follow through 💯 reliable af, always does what he says 🙏 solid",He always follows through on his commitments.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: im so grateful for my fam and friends bc they kept me going thru tough times. their support meant the world 😭❤️,"I'm incredibly grateful for the unwavering support and encouragement I received from my family and friends throughout this challenging period, which significantly contributed to my success.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: im so hyped for my work trip overseas! gonna explore new cultures and expand my network ✨✈️,"I'm excited about the upcoming opportunity to travel overseas for work, experiencing a new culture and expanding my professional network.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: impossible situation? she finds a way ✨ resourceful queen makes shi happen fr 🙏 problem solver supreme,She always finds a way to make things work.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: innovative design solution addressed a critical problem ✨ simple and elegant solution. we slayed💅,"The innovative design solution addressed a critical problem, providing a simple and elegant solution that was both functional and visually appealing.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: innovative solution addressed a critical need ✨ improved efficiency and reduced costs. we ate💅,"The innovative solution addressed a critical need, providing a significant improvement in efficiency and reducing operational costs.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: innovative technology improved the user experience ✨ enhanced customer satisfaction and loyalty. we ate💅,"The innovative technology significantly improved the user experience, enhancing customer satisfaction and loyalty.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: insecurity on loop,I feel like I'm not enough.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
