input_text,target_text,task_type,source,quality_label,reason
Define this brainrot term in normal English: vro,"Vro means genderless synonym for bro, also used as ""very rare one"".",term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
Define this brainrot term in normal English: W,"W means ""win,"" used to indicate success, victory, or something positive.",term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
Define this brainrot term in normal English: washed,"Washed means to be no longer successful, popular, or skilled.",term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
Define this brainrot term in normal English: who is this diva?,"Who is this diva? is an affectionate rhetorical question used to compliment people who positively embody diva -like qualities such as boldness, style, and or or confidence.",term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
Define this brainrot term in normal English: Wilted flower emoji 🥀,"Wilted flower emoji 🥀 means commonly referred to as the ""Wilted rose emoji,"" it replaces, or used in addition to, the broken heart emoji, also expresses disappointment, albeit often with humorous undertones.",term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
Define this brainrot term in normal English: yap,"Yap means to talk too much, especially without significant meaning.",term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
Define this brainrot term in normal English: yart,"Yart is a slang for weed cart, or marijuana vape cartridge.",term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
Define this brainrot term in normal English: You good?,"You good? means greeting, and is generally used to express concern for an acquaintance's well-being.",term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
Define this brainrot term in normal English: za,Za is a drug slang for Cannabis.,term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
Define this brainrot term in normal English: zaza,Zaza is a drug slang for Cannabis.,term_definition,local_glossary:slang_terms_brainrot_normal.csv,repaired,repaired_term_definition
